Numero,Estado,Tiempo de Ejecución (ns)
38807,OK,1502
23393,OK,1500
37979,OK,1649
54227,OK,2028
33673,OK,1496
35011,OK,1551
35611,OK,1532
55973,OK,2213
64507,OK,2422
47053,OK,5074
49447,OK,1976
39271,OK,1566
50851,OK,1868
46003,OK,1635
54227,OK,1948
58339,OK,2001
22879,OK,1275
33227,OK,1370
52961,OK,1979
31897,OK,1504
52961,OK,1939
28459,OK,1400
42593,OK,1805
60491,OK,2212
28841,OK,1408
49163,OK,5183
40349,OK,1414
38579,OK,1574
47053,OK,1948
51143,OK,1856
33673,OK,1379
52961,OK,1934
50429,OK,1954
59881,OK,2063
53743,OK,1994
27641,OK,1227
47897,OK,1841
35639,OK,1482
37837,OK,1413
23393,OK,1391
47053,OK,2867
42919,OK,1694
35209,OK,1252
30967,OK,1617
60491,OK,2060
35953,OK,1380
43931,OK,1774
22879,OK,1278
31373,OK,1218
28459,OK,1377
30967,OK,1533
31439,OK,1456
23707,OK,1327
27331,OK,1370
56977,OK,1941
47053,OK,1852
40363,OK,2029
34189,OK,1581
54227,OK,1888
35657,OK,1578
40349,OK,1430
47053,OK,1878
38293,OK,1485
56977,OK,2017
29987,OK,1395
37399,OK,1338
41449,OK,1790
38293,OK,1433
38191,OK,1614
47053,OK,1847
46003,OK,1598
44197,OK,1814
54707,OK,2143
22499,OK,1382
47053,OK,2257
61937,OK,2497
33127,OK,1535
35209,OK,1271
37901,OK,1394
40301,OK,1713
36503,OK,1596
48443,OK,1717
28757,OK,1335
41917,OK,1764
47053,OK,1834
59881,OK,1950
35011,OK,1400
38293,OK,1346
47053,OK,2026
40723,OK,1695
25777,OK,1359
42173,OK,1605
52961,OK,1819
26969,OK,1592
30551,OK,1317
29213,OK,1324
35209,OK,1312
50621,OK,1898
41567,OK,1959
38191,OK,1722
28103,OK,1530
50621,OK,2182
28907,OK,1284
38191,OK,1589
44719,OK,1694
53743,OK,2163
52961,OK,1811
33127,OK,1461
54731,OK,2036
59989,OK,2009
37241,OK,1471
48443,OK,1721
35237,OK,1803
26123,OK,1397
35011,OK,1422
22879,OK,1475
38293,OK,1374
31313,OK,1528
54227,OK,2048
32899,OK,1517
39917,OK,1675
28459,OK,1397
44377,OK,1708
31133,OK,1524
61937,OK,2191
29987,OK,1388
39203,OK,1701
53743,OK,1907
37837,OK,1433
50629,OK,1671
21509,OK,1278
31439,OK,1327
53743,OK,1861
36503,OK,1483
41891,OK,1393
39917,OK,1491
40723,OK,1671
55973,OK,1866
29987,OK,1367
37837,OK,1352
31861,OK,1761
39407,OK,1388
49447,OK,1716
26219,OK,1370
28841,OK,1520
31373,OK,1237
47053,OK,1847
43139,OK,1601
59989,OK,1974
51067,OK,1852
31861,OK,1301
25591,OK,1354
32743,OK,1242
41567,OK,3265
41693,OK,1507
53743,OK,1893
37769,OK,1519
64507,OK,2041
54227,OK,1736
35209,OK,1267
29747,OK,1284
47477,OK,1654
41567,OK,1688
40363,OK,1535
28907,OK,1212
56977,OK,1904
24883,OK,1296
33227,OK,1323
22499,OK,1257
47897,OK,1754
54227,OK,1779
48319,OK,1840
25591,OK,1356
52961,OK,1844
41917,OK,1497
52961,OK,1779
38807,OK,1395
34189,OK,1594
35909,OK,1326
54227,OK,1765
37769,OK,1516
46031,OK,1660
33227,OK,1313
37399,OK,1312
40349,OK,1378
37837,OK,1370
47053,OK,1852
48319,OK,1812
39283,OK,1416
31099,OK,1213
38243,OK,1464
33127,OK,1374
36581,OK,1405
49447,OK,1645
50621,OK,1931
54227,OK,1816
35011,OK,1416
47053,OK,1836
57311,OK,1941
56977,OK,1908
50851,OK,1801
28459,OK,1291
31861,OK,1292
34277,OK,1288
47941,OK,1720
47053,OK,1842
37769,OK,1517
34387,OK,1222
37837,OK,1377
39617,OK,1504
21877,OK,1131
37909,OK,1422
60491,OK,2184
61937,OK,2129
47053,OK,1766
64507,OK,2352
50429,OK,1812
54227,OK,1795
23701,OK,1244
52961,OK,1907
38579,OK,1698
37627,OK,1606
27161,OK,1354
53743,OK,1958
28907,OK,1226
33227,OK,1268
39917,OK,1482
58853,OK,1965
49447,OK,1808
24883,OK,1344
30929,OK,1322
47053,OK,1743
48443,OK,1673
53743,OK,1896
37769,OK,1529
35237,OK,1617
53743,OK,1909
40301,OK,1624
31439,OK,1288
37837,OK,1333
35209,OK,1235
34081,OK,1524
33127,OK,1360
20413,OK,1215
36581,OK,1367
52961,OK,1950
31439,OK,1448
36863,OK,2427
31439,OK,1441
22499,OK,1292
26969,OK,1415
36503,OK,1505
31439,OK,1102
52961,OK,1792
47053,OK,1793
24523,OK,1410
20687,OK,1273
37399,OK,1282
44461,OK,1551
28841,OK,1309
41567,OK,1719
40723,OK,1837
31439,OK,1408
28199,OK,1454
54227,OK,1758
38293,OK,1348
40363,OK,1703
57311,OK,1752
31861,OK,1325
43423,OK,1459
41917,OK,1654
47477,OK,1692
35639,OK,1236
35237,OK,1602
33127,OK,1231
35639,OK,1389
34081,OK,1498
37769,OK,1604
54227,OK,2004
46003,OK,1555
38191,OK,1581
55973,OK,3914
27029,OK,1235
33667,OK,1218
26219,OK,1326
40301,OK,1870
33127,OK,1407
50851,OK,1739
30551,OK,1230
54227,OK,1843
61937,OK,2037
41567,OK,1720
28459,OK,1493
42919,OK,1470
31439,OK,1372
43423,OK,1578
33823,OK,1456
36391,OK,1178
57311,OK,1890
33227,OK,1600
26671,OK,1219
57311,OK,1942
38579,OK,1456
50851,OK,1797
64507,OK,2368
32899,OK,1526
47897,OK,1764
41567,OK,1659
25591,OK,1503
33233,OK,1449
40301,OK,1663
23707,OK,1380
39407,OK,1552
47053,OK,1914
28907,OK,1385
55189,OK,2014
28841,OK,1229
37909,OK,1512
27641,OK,1361
57311,OK,1898
47897,OK,1878
42593,OK,1648
50621,OK,2124
47897,OK,1706
53743,OK,1981
57311,OK,1919
37241,OK,1373
38957,OK,1313
28907,OK,1243
55973,OK,1919
47083,OK,1576
48319,OK,1564
40349,OK,1626
52961,OK,2198
33667,OK,1115
26219,OK,1269
56977,OK,1985
21877,OK,1187
58853,OK,1921
41707,OK,1649
35909,OK,2079
23393,OK,1685
54707,OK,2173
43259,OK,1608
48443,OK,1750
37769,OK,1561
34387,OK,1321
31861,OK,1345
40349,OK,1392
53743,OK,1986
49163,OK,1840
47053,OK,1846
31439,OK,1327
59989,OK,1979
53743,OK,1840
21509,OK,1239
36503,OK,1505
41567,OK,1707
33017,OK,1235
49601,OK,1630
33227,OK,1321
47053,OK,1780
35237,OK,1400
31439,OK,1312
37909,OK,1608
57311,OK,1946
40633,OK,1956
47053,OK,1832
46031,OK,1798
35237,OK,1624
40913,OK,1429
38191,OK,1605
54227,OK,1772
58853,OK,1876
40349,OK,1335
57311,OK,1861
31897,OK,1555
28103,OK,1442
50851,OK,1759
47941,OK,1675
31439,OK,1320
52961,OK,1738
23393,OK,1291
55973,OK,2187
51067,OK,9431
53743,OK,22058
42173,OK,1915
37399,OK,1704
47053,OK,1766
37909,OK,1544
38191,OK,1537
32743,OK,1234
37399,OK,1358
44929,OK,1527
50621,OK,1889
29987,OK,1456
54227,OK,1806
55973,OK,1930
49163,OK,1862
42593,OK,1590
47053,OK,1782
47897,OK,1798
40247,OK,1418
45431,OK,1578
54227,OK,1933
35909,OK,1337
64507,OK,2143
50621,OK,1957
54227,OK,1891
42593,OK,4271
56977,OK,1987
47941,OK,1581
38293,OK,1293
54227,OK,1993
40349,OK,1532
44461,OK,1727
44719,OK,1783
28417,OK,1384
64507,OK,2117
61937,OK,2050
54707,OK,1920
45431,OK,1593
42919,OK,1659
35011,OK,1407
22499,OK,1373
29987,OK,1391
39917,OK,1720
49163,OK,1824
36863,OK,1645
54227,OK,1784
64507,OK,2277
42593,OK,1601
31439,OK,1355
60491,OK,2229
54707,OK,2004
30523,OK,1164
38293,OK,1460
60491,OK,2040
46517,OK,1561
50629,OK,1848
52961,OK,1861
29987,OK,1414
34189,OK,1569
42593,OK,2013
47053,OK,1797
58339,OK,1889
46513,OK,1788
37523,OK,1557
47897,OK,1832
36391,OK,1389
37769,OK,1854
35011,OK,1509
31099,OK,1238
37769,OK,1571
36391,OK,1329
50851,OK,1990
41567,OK,1678
25217,OK,1349
55973,OK,1959
61937,OK,2240
49601,OK,1702
29329,OK,1518
60491,OK,2442
35237,OK,1831
49163,OK,2179
60491,OK,2217
44461,OK,2182
40349,OK,2021
31439,OK,1783
51067,OK,2480
38293,OK,1807
55973,OK,2299
53297,OK,2194
37909,OK,1513
61937,OK,2437
38191,OK,1811
37769,OK,1626
31439,OK,1377
47053,OK,1850
50621,OK,1949
52961,OK,2184
33823,OK,1565
47897,OK,1968
39617,OK,1818
58339,OK,8813
35209,OK,1924
25217,OK,1550
57311,OK,2177
59881,OK,2258
64507,OK,2256
34933,OK,1762
34387,OK,1419
41917,OK,1632
35611,OK,1454
42593,OK,1782
54227,OK,1940
38191,OK,1725
55973,OK,2073
41917,OK,1685
19519,OK,1484
57479,OK,2192
52961,OK,1978
42593,OK,1882
54227,OK,1979
31897,OK,1661
58339,OK,2115
48443,OK,1892
47053,OK,2000
50629,OK,2014
47941,OK,1791
23449,OK,1383
47941,OK,1816
42593,OK,1835
38911,OK,1606
40301,OK,1795
31099,OK,1401
26671,OK,1521
61937,OK,2219
56153,OK,2130
33227,OK,1479
19781,OK,1361
47897,OK,1985
24883,OK,1504
50851,OK,1957
33127,OK,1516
53743,OK,2051
47053,OK,2392
47941,OK,1893
34579,OK,1471
57311,OK,2037
40363,OK,1721
58483,OK,2182
33127,OK,1521
54227,OK,1993
39407,OK,1597
37399,OK,1562
54227,OK,1967
52961,OK,3709
38807,OK,1479
41347,OK,1696
48319,OK,1992
40349,OK,1557
50851,OK,2000
40349,OK,1593
39407,OK,1655
37399,OK,1642
35209,OK,1495
33227,OK,1488
22879,OK,1500
57311,OK,1898
40633,OK,1751
28103,OK,1569
57311,OK,2064
35909,OK,1501
45431,OK,1778
56977,OK,2037
57311,OK,1924
37901,OK,1342
47941,OK,1612
31571,OK,1462
33227,OK,1370
55189,OK,1972
47053,OK,1815
30551,OK,1257
54227,OK,1844
40349,OK,1402
46031,OK,1684
55973,OK,1860
54227,OK,1786
19519,OK,1168
33227,OK,1319
33127,OK,1398
46003,OK,1526
33127,OK,1405
47941,OK,1661
24523,OK,1243
52961,OK,1759
54227,OK,1928
51959,OK,2087
