Numero,Estado,Tiempo de Ejecución (ns)
167254737528293,OK,1641283095
250160597777689,OK,2456217708
272817786389021,OK,2635283177
273204951552131,OK,2588479200
264076256253743,OK,2687180841
256501147719209,OK,2736997394
280375816749001,OK,2732169057
268143189193409,OK,2676457847
256172670804007,OK,2529462242
162846432324041,OK,1978641020
242704777142357,OK,2308253228
264145147672837,OK,2548214152
272188915931311,OK,2665344491
279347304554039,OK,2638827547
148373795122297,OK,1369193711
233410932389023,OK,2221669288
228623138202581,OK,2214144850
191560169816749,OK,2082474245
273640257540371,OK,2649958720
241183547252519,OK,2435051050
263376098657807,OK,2620006729
142624092406141,OK,1521252150
279757391409031,OK,2713874895
155135330680613,OK,1448231482
246393110926037,OK,2392467377
144307274128253,OK,1514724400
212832228282061,OK,2072707034
211001397326077,OK,2069259549
212097570014299,OK,1971791046
147890671559443,OK,1494127647
272679489240971,OK,2598024500
211536571255967,OK,2034363218
280655702445031,OK,2815527442
278933626629253,OK,2615650359
152950890397831,OK,1492626157
222344211242173,OK,2202483659
272941045991641,OK,2730561586
140665547807593,OK,1501550167
212234463725897,OK,2085099328
212113796461783,OK,2060154605
280653425066431,OK,2691328482
140802357626327,OK,1368434669
278186897639423,OK,2690855644
243103155604217,OK,2511495892
281474641166387,OK,2793742427
271664634524641,OK,2624276991
280401468146203,OK,2822669967
246279525360923,OK,2529920233
280315970217593,OK,2677050323
219280730607859,OK,2073088814
213175737778123,OK,2021886396
247970311803127,OK,2863492723
247398382407937,OK,2366591183
279350139979541,OK,2619717257
279148340572681,OK,2680978080
207597316176409,OK,1957314780
263013352070401,OK,2590749362
211690436893207,OK,2029446085
246298060558013,OK,2339376869
260393199967163,OK,2431864320
239925947924011,OK,2254759164
262349881016591,OK,2463838589
273152888470963,OK,2624306826
143935186255039,OK,1360966621
281406391463903,OK,3087860184
281436490297097,OK,3211216273
148121032436639,OK,1824091676
163288421938571,OK,2322334342
281472963445087,OK,3207070505
133079062292591,OK,1455925107
142607969669897,OK,1448259826
263874602245291,OK,2576747307
145410143953037,OK,1509944712
279412220093317,OK,2900130880
255793016256787,OK,2799418387
208771149431203,OK,2371458594
259753223683781,OK,2927406133
278742179808823,OK,2792667240
277592374405121,OK,2645879861
273599558112557,OK,2680036440
221975991262477,OK,2386249452
172145702197817,OK,1639609696
281338409820547,OK,2720479666
260603829702257,OK,2553804812
244826907552901,OK,2422634908
227846354095067,OK,2336668376
231815125594889,OK,2438005868
141562978634111,OK,1307162615
281406156640069,OK,2691791812
281193094125821,OK,2868730407
186176722293871,OK,2461702813
272481269009857,OK,3002210170
244685452161971,OK,2542483508
245958056408503,OK,2434374947
276882257998391,OK,2682016267
274825635876299,OK,2743120575
232813709834711,OK,2469886779
263820170591071,OK,2691800139
281407163027929,OK,2925694907
139634829816367,OK,1314635239
246772056455933,OK,2396516580
267967689339923,OK,2698745869
276845489710931,OK,2931730192
211610353231429,OK,2047786579
272723296155839,OK,2692467088
260797212504683,OK,2593556449
262886873864591,OK,2539023035
248725387153939,OK,2556876899
147627133593493,OK,1418392137
244436898112129,OK,2332868727
210621694532017,OK,2047402720
241415950187693,OK,2307681329
276468711862699,OK,2680298156
280277941731629,OK,2786903724
163880968241083,OK,1697400748
277198089012557,OK,2717143513
280392745808869,OK,2834235245
280381193788469,OK,2670442824
272683755641317,OK,2686114182
277210444047029,OK,2789517512
281344751624449,OK,2739535866
264148170620101,OK,2553663524
281303412930509,OK,2682782051
208171363000243,OK,2099977917
210288113111029,OK,1984547009
279345003015203,OK,2601007430
274843680106663,OK,2590910120
143834901338299,OK,1373956503
147224457969731,OK,1382886505
153834820923331,OK,1529052272
280646288668961,OK,2663488861
144950543214563,OK,1368253893
280384626547357,OK,2639287447
272208046282369,OK,2598759599
245445831777689,OK,2357012950
279280215260413,OK,2643261689
