Numero,Estado,Tiempo de Ejecución (ns),Tiempo de Exploración (ns),Tiempo de Divisibilidad (ns)
17298055262220243349,OK,3334810469,1364752156,1036419157
15540486968424572543,OK,31429780734,20878662730,4901353971
13970250326720879927,OK,37756076845,24123285956,6481470428
13901531044474624081,OK,313249765,116991303,110065648
13638066990488627299,OK,16815170959,8333242827,4263934089
17298045777422383867,OK,1179216795,453785163,393571644
18393305782975367011,OK,33581744877,28568212894,2143518316
14358578553134460559,OK,18901811511,11513098276,3524838148
18374798150201298593,OK,10038742613,5589128731,2081559137
13809212875837652789,OK,90245,21938,48555
9151870917740821889,OK,1494,373,471
18410575432429112143,OK,50413326783,37237888542,5793548253
17229915847893895189,OK,3559181337,1861870987,809107933
16212691258108783043,OK,10428616965,5895059796,2147170768
9647129406734796049,OK,2243513003,1188766117,560611473
17350051105397616161,OK,17455529377,10054833553,3447723791
16235764160587040983,OK,22283849683,11508774901,5215747030
17622376799926928269,OK,5945951430,2612472117,1690119881
9213346330640486929,OK,886055761,345019179,314095584
9155612593446396523,OK,25094006635,16543775125,4306000369
18158784536218681171,OK,2009540027,957398587,513463347
13943365054625438689,OK,516651953,211728280,162798654
17294121633314701213,OK,6383425310,4549777867,819532853
17260113777337030133,OK,344113,106487,143948
16807908862404021949,OK,9955527231,4917158447,2450501636
18026020506474536981,OK,9637125706,4329440558,2663099640
17025552691316824069,OK,269654261,98081728,96097185
18411667490482202569,OK,31093792087,29748714587,548771232
16212477011660818963,OK,1473178605,600115667,460982242
16681527471902331413,OK,39211628281,24017881911,7047523860
17874778580872865237,OK,4078293600,2732391507,601978252
18087751378620173399,OK,16327304939,16201379841,50288279
16150052888156441633,OK,19230095874,16387287421,1259075883
9223127984285905253,OK,506808,127283,271163
17294816514993813283,OK,1270354100,490697753,412852989
10348240470631507673,OK,10610475951,6587222953,2076815801
17801265951320171261,OK,3000976995,1384391053,800837407
14392694103075534361,OK,11705152843,5637266136,3046844438
17004588997367483891,OK,6627622839,6143513206,206292682
11285606008258779893,OK,14366807466,7672380655,3436471470
18410717904824653481,OK,18634198388,16668578388,823924239
