Numero,Estado,Tiempo de Ejecución (ns)
58853,OK,1633
29353,OK,1263
40363,OK,1287
31861,OK,1208
41917,OK,1085
29651,OK,1063
47941,OK,1362
47053,OK,1410
50851,OK,1605
26123,OK,1109
58339,OK,1152
47941,OK,1154
53743,OK,1692
60491,OK,1526
57311,OK,1498
37627,OK,1195
52961,OK,1308
35011,OK,1277
48443,OK,1263
54227,OK,1418
40301,OK,1136
55973,OK,1274
40363,OK,1058
34579,OK,1168
33127,OK,1369
29177,OK,1301
52961,OK,1728
58339,OK,1569
64507,OK,1866
58339,OK,1753
33127,OK,1213
50621,OK,1616
48319,OK,1127
37769,OK,1067
47053,OK,1347
48319,OK,1130
42593,OK,1373
37241,OK,1270
50429,OK,1577
55973,OK,1430
54227,OK,1585
39917,OK,1316
55973,OK,1780
47053,OK,1756
55189,OK,1641
64507,OK,1839
17947,OK,978
37523,OK,1177
46003,OK,1185
31439,OK,923
36349,OK,1046
55973,OK,1477
35209,OK,1270
47053,OK,1334
33673,OK,936
37399,OK,1116
60491,OK,1562
27161,OK,949
60491,OK,1549
50851,OK,1632
39917,OK,1198
53743,OK,1400
35237,OK,1127
55973,OK,1577
21509,OK,1160
47053,OK,1395
48319,OK,1396
52961,OK,1388
24883,OK,3369
35209,OK,1066
23393,OK,1043
35011,OK,1173
54227,OK,1448
35183,OK,1040
24797,OK,965
33127,OK,1077
55973,OK,1456
47897,OK,1409
34081,OK,1159
56977,OK,1458
35011,OK,1069
50621,OK,1457
52961,OK,1370
27331,OK,1042
34387,OK,949
41693,OK,1167
49087,OK,1270
40349,OK,1059
52961,OK,1472
47053,OK,1359
31439,OK,1056
40723,OK,1285
40349,OK,1073
54227,OK,1368
28459,OK,1007
33043,OK,1172
29893,OK,1151
31439,OK,1023
47897,OK,1347
37837,OK,1100
33017,OK,946
22879,OK,941
23393,OK,1022
60491,OK,1625
40633,OK,1277
33127,OK,1256
33673,OK,1127
30551,OK,861
37523,OK,1361
47897,OK,1428
50851,OK,1362
61937,OK,1376
38957,OK,955
33127,OK,939
44503,OK,1127
37241,OK,958
33227,OK,877
39407,OK,928
54227,OK,1222
37241,OK,976
35011,OK,904
39917,OK,1066
35237,OK,1023
50851,OK,1519
49447,OK,1490
57311,OK,1535
31439,OK,1212
34387,OK,1107
39917,OK,1344
23393,OK,1152
33017,OK,1125
44461,OK,1303
27641,OK,1002
23393,OK,1110
49087,OK,1302
57311,OK,1453
21509,OK,1178
33823,OK,1146
52961,OK,1527
58483,OK,1634
50629,OK,1290
39913,OK,1264
43423,OK,1173
32899,OK,1187
26671,OK,941
35237,OK,922
35953,OK,893
40247,OK,1075
29737,OK,899
40349,OK,838
41989,OK,1017
26671,OK,755
40301,OK,1074
49163,OK,1032
58339,OK,1405
50851,OK,1310
58339,OK,1282
33823,OK,1007
33127,OK,1048
47053,OK,1249
57479,OK,1322
52961,OK,1183
36503,OK,888
24613,OK,768
37241,OK,1573
54227,OK,3992
44377,OK,2429
47053,OK,1586
52961,OK,1575
39917,OK,1331
23393,OK,1199
38807,OK,1385
23393,OK,1177
37979,OK,1320
54227,OK,1431
33673,OK,1173
35011,OK,1310
35611,OK,1008
55973,OK,1550
64507,OK,2278
47053,OK,1814
49447,OK,1546
39271,OK,1493
50851,OK,1458
46003,OK,1325
54227,OK,1476
58339,OK,1596
22879,OK,1213
33227,OK,1264
52961,OK,1367
31897,OK,1227
52961,OK,1352
28459,OK,1059
42593,OK,1528
60491,OK,2092
28841,OK,1447
49163,OK,6048
40349,OK,1298
38579,OK,1468
47053,OK,1946
51143,OK,1654
33673,OK,1232
52961,OK,1492
50429,OK,1505
59881,OK,1666
53743,OK,1593
27641,OK,955
47897,OK,1550
35639,OK,1384
37837,OK,1594
23393,OK,1316
47053,OK,1540
42919,OK,1340
35209,OK,1146
30967,OK,1351
60491,OK,1862
35953,OK,1342
43931,OK,2026
22879,OK,1197
31373,OK,1205
28459,OK,1341
30967,OK,1355
31439,OK,1182
23707,OK,1223
27331,OK,1496
56977,OK,1837
47053,OK,1445
40363,OK,1423
34189,OK,1309
54227,OK,1976
35657,OK,1554
40349,OK,1403
47053,OK,1765
38293,OK,1110
56977,OK,1502
29987,OK,1080
37399,OK,1160
41449,OK,1703
38293,OK,1084
38191,OK,1480
47053,OK,1824
46003,OK,2084
44197,OK,1899
54707,OK,1925
22499,OK,1411
47053,OK,1779
61937,OK,2267
33127,OK,1434
35209,OK,1257
37901,OK,1233
40301,OK,1296
36503,OK,1355
48443,OK,1361
28757,OK,1109
41917,OK,1757
47053,OK,1757
59881,OK,1816
35011,OK,1085
38293,OK,1742
47053,OK,1898
40723,OK,1602
25777,OK,1568
42173,OK,2220
52961,OK,1911
26969,OK,1314
30551,OK,1376
29213,OK,1416
35209,OK,1276
50621,OK,1890
41567,OK,1948
38191,OK,1460
28103,OK,1486
50621,OK,1908
28907,OK,1245
38191,OK,1696
44719,OK,1714
53743,OK,1950
52961,OK,1904
33127,OK,1377
54731,OK,1881
59989,OK,2163
37241,OK,1348
48443,OK,1753
35237,OK,1586
26123,OK,1377
35011,OK,1600
22879,OK,1227
38293,OK,1787
31313,OK,1488
54227,OK,1790
32899,OK,1746
39917,OK,2005
28459,OK,1712
44377,OK,2042
31133,OK,1187
61937,OK,2131
29987,OK,1691
39203,OK,1820
53743,OK,2039
37837,OK,1450
50629,OK,2169
21509,OK,1815
31439,OK,1470
53743,OK,1756
36503,OK,1461
41891,OK,1341
39917,OK,1520
40723,OK,2253
55973,OK,1844
29987,OK,1626
37837,OK,1156
31861,OK,1424
39407,OK,2000
49447,OK,1927
26219,OK,1507
28841,OK,1463
31373,OK,1452
47053,OK,1979
43139,OK,1569
59989,OK,2249
51067,OK,1491
31861,OK,1208
25591,OK,1246
32743,OK,1465
41567,OK,4559
41693,OK,1555
53743,OK,1770
37769,OK,1378
64507,OK,2098
54227,OK,1732
35209,OK,1170
29747,OK,1327
47477,OK,1867
41567,OK,1594
40363,OK,1596
28907,OK,1134
56977,OK,1840
24883,OK,1052
33227,OK,1463
22499,OK,1446
47897,OK,1816
54227,OK,1682
48319,OK,1679
25591,OK,1160
52961,OK,1745
41917,OK,1178
52961,OK,1453
38807,OK,1313
34189,OK,1125
35909,OK,1203
54227,OK,1457
37769,OK,1333
46031,OK,1307
33227,OK,1110
37399,OK,1021
40349,OK,1199
37837,OK,1128
47053,OK,1326
48319,OK,1155
39283,OK,1074
31099,OK,915
38243,OK,1094
33127,OK,1010
36581,OK,1068
49447,OK,1270
50621,OK,1273
54227,OK,1313
35011,OK,1207
47053,OK,1362
57311,OK,1506
56977,OK,3545
50851,OK,1376
28459,OK,1002
31861,OK,929
34277,OK,1043
47941,OK,1195
47053,OK,1546
37769,OK,1318
34387,OK,1206
37837,OK,1138
39617,OK,1144
21877,OK,820
37909,OK,1316
60491,OK,1922
61937,OK,1826
47053,OK,1542
64507,OK,1824
50429,OK,1479
54227,OK,1605
23701,OK,1261
52961,OK,1585
38579,OK,1377
37627,OK,1473
27161,OK,8627
53743,OK,1603
28907,OK,1007
33227,OK,1055
39917,OK,1213
58853,OK,1487
49447,OK,1330
24883,OK,1090
30929,OK,1105
47053,OK,1408
48443,OK,1438
53743,OK,1585
37769,OK,1433
35237,OK,1504
53743,OK,1849
40301,OK,1552
31439,OK,1356
37837,OK,1245
35209,OK,942
34081,OK,1191
33127,OK,1056
20413,OK,952
36581,OK,1069
52961,OK,1438
31439,OK,1038
36863,OK,1324
31439,OK,1030
22499,OK,1027
26969,OK,983
36503,OK,1305
31439,OK,986
52961,OK,1536
47053,OK,1435
24523,OK,973
20687,OK,1017
37399,OK,832
44461,OK,1016
28841,OK,1278
41567,OK,1581
40723,OK,1044
31439,OK,986
28199,OK,978
54227,OK,1197
38293,OK,959
40363,OK,1444
57311,OK,1502
31861,OK,1097
43423,OK,1181
41917,OK,1124
47477,OK,1457
35639,OK,1391
35237,OK,1362
33127,OK,1236
35639,OK,1378
34081,OK,907
37769,OK,980
54227,OK,1253
46003,OK,1029
38191,OK,953
55973,OK,4313
27029,OK,891
33667,OK,30231
26219,OK,2684
40301,OK,1892
33127,OK,1221
50851,OK,1621
30551,OK,955
54227,OK,1519
61937,OK,1791
41567,OK,1415
28459,OK,1054
42919,OK,1144
31439,OK,1081
43423,OK,1210
33823,OK,1035
36391,OK,1063
57311,OK,1565
33227,OK,1060
26671,OK,983
57311,OK,1469
38579,OK,1207
50851,OK,1635
64507,OK,1898
32899,OK,1442
47897,OK,1656
41567,OK,1504
25591,OK,1277
33233,OK,1245
40301,OK,1456
23707,OK,1265
39407,OK,1361
47053,OK,1516
28907,OK,1046
55189,OK,1402
28841,OK,1829
37909,OK,1254
27641,OK,727
57311,OK,1168
47897,OK,1137
42593,OK,1029
50621,OK,1483
47897,OK,1429
53743,OK,1362
57311,OK,1695
37241,OK,1146
38957,OK,922
28907,OK,842
55973,OK,1308
47083,OK,1263
48319,OK,1380
40349,OK,1113
52961,OK,1244
33667,OK,787
26219,OK,1071
56977,OK,1359
21877,OK,2321
58853,OK,2202
41707,OK,1243
35909,OK,894
23393,OK,1026
54707,OK,1247
43259,OK,1104
48443,OK,1149
37769,OK,1238
34387,OK,1289
31861,OK,1343
40349,OK,995
53743,OK,1554
49163,OK,1417
47053,OK,16768
31439,OK,1185
59989,OK,2477
53743,OK,1477
21509,OK,1030
36503,OK,1197
41567,OK,1324
33017,OK,807
49601,OK,1269
33227,OK,1032
47053,OK,1457
35237,OK,1092
31439,OK,1227
37909,OK,1104
57311,OK,1471
40633,OK,1046
47053,OK,1396
46031,OK,38148
35237,OK,1677
40913,OK,42202
38191,OK,1376
54227,OK,1455
58853,OK,1681
40349,OK,1135
57311,OK,1493
31897,OK,1079
28103,OK,1034
50851,OK,1224
47941,OK,1291
31439,OK,875
52961,OK,1379
23393,OK,990
55973,OK,1537
51067,OK,1312
53743,OK,2272
42173,OK,1025
37399,OK,1165
47053,OK,1466
37909,OK,874
38191,OK,1151
32743,OK,812
37399,OK,818
44929,OK,1006
50621,OK,1618
29987,OK,935
54227,OK,1093
55973,OK,1458
49163,OK,1296
42593,OK,1148
47053,OK,1068
47897,OK,1239
40247,OK,879
45431,OK,933
54227,OK,1032
35909,OK,795
64507,OK,3693
50621,OK,1272
54227,OK,1259
42593,OK,3524
56977,OK,1332
47941,OK,1024
38293,OK,5521
54227,OK,2506
40349,OK,1561
44461,OK,1083
44719,OK,1345
28417,OK,1585
64507,OK,1629
61937,OK,1362
54707,OK,1407
45431,OK,1005
42919,OK,1611
35011,OK,964
22499,OK,887
29987,OK,1147
39917,OK,1110
49163,OK,1314
36863,OK,1195
54227,OK,1313
64507,OK,1444
42593,OK,1034
31439,OK,890
60491,OK,1288
54707,OK,1399
30523,OK,865
38293,OK,858
60491,OK,1446
46517,OK,1144
50629,OK,1488
52961,OK,1521
29987,OK,1197
34189,OK,1303
42593,OK,1430
47053,OK,1481
58339,OK,1762
46513,OK,1415
37523,OK,1295
47897,OK,1655
36391,OK,1177
37769,OK,1321
35011,OK,1353
31099,OK,1091
37769,OK,1309
36391,OK,1129
50851,OK,1508
41567,OK,1506
25217,OK,1142
55973,OK,1570
61937,OK,2052
49601,OK,1395
29329,OK,1747
60491,OK,2108
35237,OK,1550
49163,OK,1383
60491,OK,1424
44461,OK,993
40349,OK,1188
31439,OK,1178
51067,OK,1614
38293,OK,1106
55973,OK,1703
53297,OK,1555
37909,OK,1727
61937,OK,1902
38191,OK,1332
37769,OK,1337
31439,OK,1195
47053,OK,1527
50621,OK,1526
52961,OK,1549
33823,OK,1231
47897,OK,1625
39617,OK,1262
58339,OK,1619
35209,OK,1053
25217,OK,1164
57311,OK,1568
59881,OK,1425
64507,OK,1789
34933,OK,1343
34387,OK,1034
41917,OK,1312
35611,OK,1095
42593,OK,1388
54227,OK,4916
38191,OK,1240
55973,OK,1437
41917,OK,1797
19519,OK,906
57479,OK,2021
52961,OK,1671
42593,OK,1404
54227,OK,1553
31897,OK,1440
58339,OK,1670
48443,OK,1394
47053,OK,1677
50629,OK,1491
47941,OK,2006
23449,OK,1039
47941,OK,1085
42593,OK,1154
38911,OK,963
40301,OK,1919
31099,OK,942
26671,OK,1127
61937,OK,1492
56153,OK,1424
33227,OK,920
19781,OK,833
47897,OK,1441
24883,OK,1033
50851,OK,1451
33127,OK,1243
53743,OK,1862
47053,OK,1506
47941,OK,1364
34579,OK,1200
57311,OK,1673
40363,OK,1330
58483,OK,1695
33127,OK,1324
54227,OK,1415
39407,OK,1074
37399,OK,945
54227,OK,1189
52961,OK,5850
38807,OK,1028
41347,OK,999
48319,OK,1418
40349,OK,1210
50851,OK,1332
40349,OK,1024
39407,OK,951
37399,OK,899
35209,OK,973
33227,OK,1165
22879,OK,982
57311,OK,1398
40633,OK,1145
28103,OK,977
57311,OK,1466
35909,OK,1032
45431,OK,1221
56977,OK,1465
57311,OK,1347
37901,OK,911
47941,OK,1161
31571,OK,919
33227,OK,926
55189,OK,1845
47053,OK,1399
30551,OK,929
54227,OK,1584
40349,OK,1249
46031,OK,1417
55973,OK,1797
54227,OK,1836
19519,OK,1174
33227,OK,921
33127,OK,996
46003,OK,1098
33127,OK,979
47941,OK,1094
24523,OK,22729
52961,OK,2234
54227,OK,1457
51959,OK,1345
