Numero,Estado,Tiempo de Ejecución (ns),Tiempo de Exploración (ns),Tiempo de Divisibilidad (ns)
54227,OK,1896,762,413
28459,OK,1384,538,363
39407,OK,1746,819,349
58339,OK,2207,939,455
52961,OK,1777,714,426
31439,OK,1344,476,380
27161,OK,2070,1034,396
47053,OK,16229,15160,439
55973,OK,459,201,49
50629,OK,1877,683,504
58339,OK,3773,1581,900
64507,OK,2729,1620,368
57311,OK,1088,512,141
33043,OK,3534,1685,813
31439,OK,1880,764,496
33227,OK,1731,693,436
26219,OK,2087,1017,409
34387,OK,842,265,224
28907,OK,1073,377,286
35237,OK,755,281,160
31861,OK,493,157,84
40349,OK,2251,1106,488
41347,OK,2707,1235,627
43931,OK,2634,933,800
44461,OK,2693,1238,623
33227,OK,1442,554,383
33127,OK,2075,999,431
28103,OK,2028,1014,394
33673,OK,811,338,132
35237,OK,1486,587,307
40349,OK,2275,1062,467
33227,OK,1732,690,419
39617,OK,2511,1148,578
54227,OK,2239,971,510
30929,OK,2070,995,410
33127,OK,2095,1030,426
47941,OK,515,243,0
54227,OK,1932,798,470
33823,OK,1766,688,452
64507,OK,1712,1006,228
36581,OK,2105,1021,439
40723,OK,1626,586,475
52891,OK,2296,970,545
40301,OK,292,129,0
29893,OK,1004,392,207
57311,OK,740,343,99
28907,OK,1066,372,271
31897,OK,664,241,145
64507,OK,2548,1474,342
29747,OK,1192,516,190
28907,OK,1655,583,457
47897,OK,2192,936,527
31861,OK,1098,417,200
54227,OK,2247,986,518
33127,OK,1721,841,348
43039,OK,2514,936,733
41567,OK,2881,1012,868
31553,OK,1136,432,215
33127,OK,2052,1034,403
37901,OK,501,174,82
37241,OK,678,228,156
20687,OK,796,220,247
25777,OK,1419,519,367
37769,OK,1423,574,307
47053,OK,1799,724,452
35209,OK,750,209,225
58483,OK,6647,2974,1498
39617,OK,3827,1829,823
54227,OK,3475,1478,770
27641,OK,586,226,0
37399,OK,1834,658,477
40363,OK,3959,1823,900
48443,OK,2408,816,812
33127,OK,2954,1424,630
50629,OK,3517,1403,938
37523,OK,3305,1600,752
34121,OK,2564,978,685
64507,OK,2342,1395,323
47053,OK,2994,1227,710
31861,OK,1144,454,219
35639,OK,3282,1562,708
38579,OK,2373,1149,529
47053,OK,2220,931,496
28891,OK,1449,533,343
52961,OK,3068,1295,626
54227,OK,2227,927,532
47053,OK,2192,901,524
49163,OK,2204,917,509
47053,OK,2130,892,500
29987,OK,2122,971,422
33667,OK,681,259,0
35611,OK,2451,999,639
31861,OK,852,332,138
22331,OK,1443,522,375
47053,OK,3338,1409,827
41917,OK,1056,449,206
40349,OK,3306,1499,786
51067,OK,894,411,113
40247,OK,782,284,156
55973,OK,488,193,63
35953,OK,1751,838,357
54707,OK,2433,1036,583
28103,OK,3485,1676,672
55973,OK,1108,521,117
27161,OK,6289,3666,974
49447,OK,4064,1563,1157
39917,OK,3303,1389,836
47053,OK,3213,1362,743
37769,OK,2691,1202,603
40301,OK,777,417,0
47941,OK,800,473,0
35953,OK,2892,1380,605
53743,OK,1185,634,160
33127,OK,3597,1738,762
24883,OK,3003,1127,862
57311,OK,1089,528,156
31439,OK,2415,965,665
38293,OK,2576,950,722
57311,OK,612,245,60
61937,OK,6207,2915,1278
30301,OK,11077,1614,841
56977,OK,3944,1672,963
24797,OK,1829,567,525
57311,OK,8904,8294,151
42919,OK,1340,521,311
35209,OK,8936,7896,464
37399,OK,2143,813,598
47477,OK,2890,1037,858
32399,OK,2898,1312,608
35011,OK,3469,1724,748
48319,OK,3689,1561,918
40349,OK,4465,2337,890
46003,OK,3248,1429,719
47897,OK,2272,974,513
48443,OK,1982,605,659
55973,OK,3439,2856,127
37001,OK,1722,680,457
43931,OK,3219,1145,1006
26671,OK,3020,1184,779
40349,OK,3465,1622,790
59989,OK,1583,765,253
33227,OK,2858,1114,787
57311,OK,1132,561,137
30551,OK,1768,588,473
35209,OK,1444,570,334
41707,OK,3598,1665,807
44377,OK,2081,810,492
40913,OK,1919,787,473
48319,OK,3568,1449,909
40723,OK,1734,587,506
54227,OK,2503,1001,552
40991,OK,2458,1072,568
47053,OK,3429,1412,863
53743,OK,929,457,113
54707,OK,3301,1372,781
53297,OK,1234,564,176
54253,OK,3867,1646,865
54227,OK,3750,1592,887
29893,OK,1643,690,324
24523,OK,1733,585,517
41567,OK,3710,1391,1108
54227,OK,3473,1520,807
30227,OK,1609,669,347
38293,OK,2934,1125,867
54227,OK,3927,1629,924
48319,OK,3821,1607,933
58339,OK,4133,1735,988
17947,OK,508,141,0
43423,OK,2930,1264,691
52961,OK,3226,1273,819
23393,OK,2290,848,650
20413,OK,1754,599,471
52961,OK,3412,1386,862
41567,OK,3268,1196,965
49163,OK,3125,1303,782
41917,OK,1146,389,291
31439,OK,2403,903,705
58339,OK,3573,1481,884
31439,OK,2763,1071,748
26167,OK,1782,638,486
35909,OK,3017,1338,760
20567,OK,713,232,0
54707,OK,3067,1315,710
47053,OK,3090,1248,778
21509,OK,1296,399,377
35011,OK,3095,1442,663
50621,OK,772,344,94
55973,OK,1162,510,160
49163,OK,3324,1370,836
38191,OK,4003,1947,918
28891,OK,1741,686,391
44929,OK,3099,1253,756
30929,OK,3402,1620,677
61423,OK,1650,791,253
35909,OK,2472,968,632
35011,OK,2791,1353,555
58853,OK,4309,1899,966
29353,OK,10000,8336,751
40363,OK,4041,1867,949
31861,OK,1287,476,243
41917,OK,1610,693,315
29651,OK,2390,889,644
47941,OK,659,295,0
47053,OK,3877,1536,964
50851,OK,3842,1620,938
26123,OK,1305,514,232
58339,OK,3947,1668,873
47941,OK,742,384,0
53743,OK,8347,7710,171
60491,OK,7992,3796,1721
57311,OK,1166,527,165
37627,OK,698,331,0
52961,OK,3519,1500,845
35011,OK,3513,1694,739
48443,OK,2763,980,861
54227,OK,3527,1450,890
40301,OK,728,348,0
55973,OK,1084,519,128
40363,OK,4389,2096,985
34579,OK,1211,464,216
33127,OK,3673,1766,761
29177,OK,1949,721,470
52961,OK,3554,1494,873
58339,OK,3943,1647,903
64507,OK,3053,1861,364
58339,OK,6391,3320,1197
33127,OK,3411,1755,703
50621,OK,1045,470,160
48319,OK,3324,1315,890
37769,OK,2795,1329,561
47053,OK,3410,1407,846
48319,OK,2475,1056,580
42593,OK,782,389,0
37241,OK,1660,644,403
50429,OK,2297,956,592
55973,OK,823,353,161
54227,OK,3430,1387,875
39917,OK,3043,1295,738
55973,OK,1125,507,162
47053,OK,3208,1303,745
55189,OK,5655,2570,1269
64507,OK,2675,1582,371
17947,OK,619,232,0
37523,OK,10406,1562,687
46003,OK,3208,1290,779
31439,OK,2799,1041,766
36349,OK,1982,762,584
55973,OK,1245,693,129
35209,OK,1700,587,483
47053,OK,3575,1436,937
33673,OK,1183,477,203
37399,OK,2701,1056,704
60491,OK,7195,3439,1497
27161,OK,3515,1680,653
60491,OK,7701,3548,1765
50851,OK,3377,1379,834
39917,OK,3282,1388,811
53743,OK,1177,557,169
35237,OK,1429,556,327
55973,OK,1093,464,181
21509,OK,1609,524,472
47053,OK,3418,1333,896
48319,OK,3323,1342,827
52961,OK,6420,4672,732
24883,OK,2796,1088,755
35209,OK,1802,614,534
23393,OK,2778,1110,744
35011,OK,3288,1598,727
54227,OK,2377,1018,558
35183,OK,1026,439,157
24797,OK,1142,308,330
33127,OK,2485,1175,529
55973,OK,713,287,102
47897,OK,2673,1061,702
34081,OK,2777,1296,655
56977,OK,3065,1238,777
35011,OK,2515,1171,561
50621,OK,1067,385,123
52961,OK,3211,1325,821
27331,OK,763,260,124
34387,OK,1701,614,431
41693,OK,4059,1879,942
49087,OK,710,327,0
40349,OK,3250,1597,674
52961,OK,11058,9445,629
47053,OK,3166,1345,675
31439,OK,2529,1050,636
40723,OK,2193,816,694
40349,OK,3209,1563,635
54227,OK,3146,1341,713
28459,OK,2506,1032,662
33043,OK,3165,1493,684
29893,OK,1696,881,311
31439,OK,2374,991,557
47897,OK,3390,1467,714
37837,OK,3158,1600,584
33017,OK,1526,559,377
22879,OK,1444,543,364
23393,OK,2281,920,621
60491,OK,6537,3111,1363
40633,OK,3049,1403,637
33127,OK,3127,1440,700
33673,OK,1350,581,250
30551,OK,1652,583,413
37523,OK,2857,1399,616
47897,OK,3277,1332,803
50851,OK,2638,1081,626
61937,OK,6201,2800,1394
38957,OK,1227,408,329
33127,OK,2296,1118,447
44503,OK,384,165,0
37241,OK,1527,624,359
33227,OK,2662,1043,745
39407,OK,3522,1733,603
54227,OK,2880,1249,675
37241,OK,1133,526,179
35011,OK,2545,1188,599
39917,OK,2289,862,459
35237,OK,837,299,191
50851,OK,2654,1013,732
49447,OK,3034,1097,866
57311,OK,1028,515,145
31439,OK,2842,1138,779
34387,OK,1736,655,445
39917,OK,2311,1026,529
23393,OK,2629,1127,649
33017,OK,1360,509,372
44461,OK,3801,1755,907
27641,OK,781,302,0
23393,OK,2848,1159,733
49087,OK,1435,1027,0
57311,OK,1017,496,118
21509,OK,1505,517,435
33823,OK,2734,1075,732
52961,OK,3392,1437,798
58483,OK,7217,3413,1589
50629,OK,3728,1406,980
39913,OK,1621,655,366
43423,OK,3827,1730,858
32899,OK,5119,2797,1124
26671,OK,2964,1254,799
35237,OK,1659,678,383
35953,OK,3260,1551,724
40247,OK,1592,614,320
29737,OK,774,282,0
40349,OK,3410,1657,721
41989,OK,1291,542,285
26671,OK,1910,746,583
40301,OK,528,257,0
49163,OK,2151,867,531
58339,OK,2531,1097,607
50851,OK,3941,1593,925
58339,OK,3856,1627,949
33823,OK,3005,1191,807
33127,OK,3459,1615,731
47053,OK,3602,1512,843
57479,OK,5988,2668,1352
52961,OK,3089,1691,602
36503,OK,3840,1889,827
24613,OK,1143,417,250
37241,OK,1397,541,297
54227,OK,3675,1509,885
44377,OK,2067,817,485
47053,OK,3662,1534,858
52961,OK,3576,1496,816
39917,OK,3348,1477,785
23393,OK,2466,900,750
38807,OK,1060,424,172
23393,OK,2780,1066,749
37979,OK,1933,676,520
54227,OK,3075,1223,767
33673,OK,1006,402,164
35011,OK,3037,1397,644
35611,OK,2925,1150,769
55973,OK,1236,557,177
64507,OK,2808,1759,333
47053,OK,3470,1430,856
49447,OK,3541,1413,932
39271,OK,3689,1742,816
50851,OK,3665,1511,866
46003,OK,2792,1112,648
54227,OK,3128,1219,771
58339,OK,3351,1439,799
22879,OK,1294,364,408
33227,OK,2371,857,701
52961,OK,3424,1424,835
31897,OK,1503,557,336
52961,OK,3353,1339,820
28459,OK,2310,854,660
42593,OK,514,226,0
60491,OK,7220,3407,1564
28841,OK,3976,3430,163
49163,OK,3443,1435,857
40349,OK,3748,1737,806
38579,OK,3392,1638,748
47053,OK,3053,1213,749
51143,OK,1416,510,364
33673,OK,660,226,103
52961,OK,3467,1447,822
50429,OK,3573,1506,875
59881,OK,6232,2799,1368
53743,OK,736,312,106
27641,OK,490,110,0
47897,OK,3072,1209,793
35639,OK,2930,1423,613
37837,OK,3065,1532,622
23393,OK,2726,1062,739
47053,OK,3443,1445,808
42919,OK,1633,650,338
35209,OK,1603,547,457
30967,OK,3350,1565,734
60491,OK,7960,3810,1682
35953,OK,3616,1727,755
43931,OK,3682,1467,1030
22879,OK,1844,633,505
31373,OK,1566,494,396
28459,OK,2553,946,708
30967,OK,3486,1578,739
31439,OK,2556,971,697
23707,OK,1138,465,189
27331,OK,1063,443,194
56977,OK,3877,1637,943
47053,OK,3596,1452,903
40363,OK,4393,2024,1021
34189,OK,2186,887,547
54227,OK,2940,1158,729
35657,OK,3566,1651,857
40349,OK,3104,1480,649
47053,OK,3367,1374,828
38293,OK,3191,1209,818
56977,OK,3792,1544,925
29987,OK,3517,1670,709
37399,OK,2323,823,685
41449,OK,3458,1587,755
38293,OK,2498,945,687
38191,OK,3824,1873,835
47053,OK,3528,1432,819
46003,OK,3243,1268,845
44197,OK,2190,724,720
54707,OK,3214,1375,795
22499,OK,2274,884,607
47053,OK,3540,1446,877
61937,OK,7399,3387,1594
33127,OK,3237,1524,706
35209,OK,1325,386,402
37901,OK,819,292,174
40301,OK,624,280,0
36503,OK,3431,1559,791
48443,OK,2658,893,844
28757,OK,2677,1040,734
41917,OK,1049,382,222
47053,OK,2903,1161,728
59881,OK,6680,3055,1472
35011,OK,2742,1326,571
38293,OK,2095,743,585
47053,OK,3222,1265,747
40723,OK,2594,873,847
25777,OK,2235,812,649
42173,OK,4135,1886,967
52961,OK,2743,1094,673
26969,OK,2559,955,686
30551,OK,1668,551,459
29213,OK,515,129,0
35209,OK,1549,530,410
50621,OK,1093,455,160
41567,OK,2981,1098,870
38191,OK,4069,1942,901
28103,OK,3381,1656,690
50621,OK,794,347,131
28907,OK,1187,306,389
38191,OK,3624,1719,779
44719,OK,3658,1367,1062
53743,OK,1096,479,157
52961,OK,3361,1351,816
33127,OK,3166,1489,656
54731,OK,5667,2506,1297
59989,OK,1439,665,243
37241,OK,1049,381,242
48443,OK,1954,655,619
35237,OK,1071,360,251
26123,OK,809,278,156
35011,OK,2820,1362,602
22879,OK,1593,530,411
38293,OK,2769,1038,790
31313,OK,3246,1492,739
54227,OK,3524,1396,852
32899,OK,1509,560,331
39917,OK,2657,1086,635
28459,OK,2568,988,694
44377,OK,1330,481,337
31133,OK,1412,483,404
61937,OK,6725,3166,1476
29987,OK,2676,1280,571
39203,OK,2989,1104,882
53743,OK,973,418,127
37837,OK,2879,1376,644
50629,OK,2944,1056,907
21509,OK,1429,470,395
31439,OK,2533,936,728
53743,OK,672,277,90
36503,OK,3144,1449,745
41891,OK,1474,474,417
39917,OK,2396,1020,556
40723,OK,2061,679,678
55973,OK,611,267,65
29987,OK,2859,1336,594
37837,OK,3345,1561,717
31861,OK,916,362,158
39407,OK,2695,1275,586
49447,OK,2955,1098,845
26219,OK,2759,1328,559
28841,OK,757,269,157
31373,OK,1235,349,388
47053,OK,2574,1019,658
43139,OK,3215,1305,748
59989,OK,1603,760,235
51067,OK,769,347,102
31861,OK,780,260,158
25591,OK,2738,1307,526
32743,OK,14573,13758,367
41567,OK,2875,1049,853
41693,OK,3754,1725,823
53743,OK,1023,428,129
37769,OK,2407,1037,584
64507,OK,2349,1449,277
54227,OK,2856,1130,740
35209,OK,1206,353,378
29747,OK,765,274,160
47477,OK,2575,914,724
41567,OK,3433,1280,969
40363,OK,4165,1988,947
28907,OK,1226,378,364
56977,OK,3175,1300,765
24883,OK,1988,748,511
33227,OK,2222,806,647
22499,OK,1985,698,552
47897,OK,2612,1045,649
54227,OK,3334,1359,823
48319,OK,3543,1439,882
25591,OK,2787,1341,550
52961,OK,2982,1204,722
41917,OK,1140,382,263
52961,OK,2912,1147,744
38807,OK,822,260,154
34189,OK,2649,1134,610
35909,OK,2805,1106,747
54227,OK,3599,1459,866
37769,OK,2239,936,531
46031,OK,401,179,0
33227,OK,2208,789,633
37399,OK,2176,813,623
40349,OK,3020,1392,672
37837,OK,3293,1592,711
47053,OK,3664,1558,882
48319,OK,2913,1144,731
39283,OK,1436,473,440
31099,OK,1271,383,386
38243,OK,934,340,210
33127,OK,2983,1446,640
36581,OK,3521,1664,730
49447,OK,3533,1364,995
50621,OK,719,323,79
54227,OK,2886,1173,718
35011,OK,2858,1347,624
47053,OK,2864,1159,719
57311,OK,559,241,62
56977,OK,3093,1247,752
50851,OK,2755,1081,704
28459,OK,2379,849,729
31861,OK,1133,419,215
34277,OK,1133,407,220
47941,OK,729,356,0
47053,OK,3139,1285,778
37769,OK,2646,1166,589
34387,OK,1079,328,324
37837,OK,2572,1199,573
39617,OK,3703,1786,792
21877,OK,714,243,0
37909,OK,1569,633,315
60491,OK,7409,3424,1636
61937,OK,7396,3393,1620
47053,OK,3313,1298,810
64507,OK,2132,1331,220
50429,OK,2682,1069,656
54227,OK,2971,1181,739
23701,OK,1712,587,472
52961,OK,8116,4434,1721
38579,OK,3742,1866,830
37627,OK,484,257,0
27161,OK,2749,1340,581
53743,OK,834,377,129
28907,OK,1296,434,373
33227,OK,1873,710,550
39917,OK,2117,925,537
58853,OK,5786,2601,1291
49447,OK,2523,1015,715
24883,OK,1923,762,481
30929,OK,3264,1529,728
47053,OK,2535,1074,590
48443,OK,1442,505,429
53743,OK,1159,550,177
37769,OK,2694,1207,603
35237,OK,1365,551,268
53743,OK,1119,513,159
40301,OK,403,221,0
31439,OK,2620,959,752
37837,OK,3861,1937,731
35209,OK,2126,1159,440
34081,OK,3230,1490,725
33127,OK,3051,1524,602
20413,OK,1743,618,478
36581,OK,3888,1705,765
52961,OK,3113,1302,715
31439,OK,2342,850,723
36863,OK,756,369,0
31439,OK,2548,1007,750
22499,OK,2558,1036,605
26969,OK,2681,1066,713
36503,OK,3698,1706,865
31439,OK,2373,925,689
52961,OK,2543,1067,639
47053,OK,3212,1291,775
24523,OK,1412,507,368
20687,OK,1671,571,455
37399,OK,2724,1068,768
44461,OK,4164,1973,936
28841,OK,1390,554,239
41567,OK,3434,1265,1009
40723,OK,2899,1026,880
31439,OK,2688,986,716
28199,OK,1948,730,532
54227,OK,3613,1469,858
38293,OK,3452,1327,926
40363,OK,4589,2216,998
57311,OK,1080,500,131
31861,OK,1220,509,194
43423,OK,3670,1705,792
41917,OK,1953,809,395
47477,OK,2997,1160,761
35639,OK,3743,1763,707
35237,OK,1653,640,357
33127,OK,3224,1610,604
35639,OK,3307,1542,706
34081,OK,3608,1688,798
37769,OK,2803,1191,637
54227,OK,3394,1436,817
46003,OK,2437,1074,525
38191,OK,9728,8534,481
55973,OK,510,216,51
27029,OK,509,174,83
33667,OK,309,77,0
26219,OK,1775,863,352
40301,OK,550,266,0
33127,OK,2223,1095,450
50851,OK,2298,980,536
30551,OK,1248,460,323
54227,OK,3441,1454,814
61937,OK,5220,2516,1127
41567,OK,2374,908,681
28459,OK,1464,564,383
42919,OK,721,249,149
31439,OK,1452,523,396
43423,OK,2318,1059,513
33823,OK,1451,542,384
36391,OK,497,170,83
57311,OK,444,177,52
33227,OK,1796,693,492
26671,OK,2676,1110,669
57311,OK,1189,573,178
38579,OK,2589,1280,535
50851,OK,1951,752,476
64507,OK,1483,908,168
32899,OK,711,246,147
47897,OK,1782,711,437
41567,OK,1880,677,545
25591,OK,1733,862,331
33233,OK,1064,428,217
40301,OK,511,237,0
23707,OK,762,297,121
39407,OK,2727,1341,547
47053,OK,2376,930,545
28907,OK,974,303,282
55189,OK,17607,1795,14343
28841,OK,687,251,102
37909,OK,1042,367,229
27641,OK,798,316,0
57311,OK,806,376,114
47897,OK,2022,857,452
42593,OK,693,337,0
50621,OK,1123,521,160
47897,OK,3315,1410,843
53743,OK,1088,528,116
57311,OK,816,379,97
37241,OK,793,295,157
38957,OK,960,319,259
28907,OK,800,236,232
55973,OK,689,283,100
47083,OK,2619,917,756
48319,OK,2211,850,520
40349,OK,2334,1065,486
52961,OK,3106,1339,761
33667,OK,945,360,0
26219,OK,2966,1485,564
56977,OK,3542,1538,780
21877,OK,801,330,0
58853,OK,5525,2471,1301
41707,OK,3361,1441,759
35909,OK,2599,1014,692
23393,OK,2613,1036,701
54707,OK,2535,1096,614
43259,OK,4692,2124,1080
48443,OK,2835,1091,807
37769,OK,2575,1138,579
34387,OK,1583,529,443
31861,OK,1137,465,173
40349,OK,3518,1696,764
53743,OK,862,389,116
49163,OK,2333,995,565
47053,OK,3429,1423,794
31439,OK,2564,1004,681
59989,OK,1498,711,215
53743,OK,1002,449,142
21509,OK,1648,578,452
36503,OK,3653,1732,784
41567,OK,3511,1368,976
33017,OK,1610,592,402
49601,OK,2482,865,744
33227,OK,1887,779,502
47053,OK,3261,1311,862
35237,OK,1469,585,287
31439,OK,2574,1061,636
37909,OK,1636,658,353
57311,OK,1064,493,145
40633,OK,2868,1220,696
47053,OK,3591,1746,753
46031,OK,744,331,0
35237,OK,1737,713,362
40913,OK,1812,683,470
38191,OK,4009,1931,868
54227,OK,3450,1455,809
58853,OK,6024,2623,1337
40349,OK,3614,1718,713
57311,OK,1069,476,135
31897,OK,1222,499,246
28103,OK,2965,1455,525
50851,OK,12699,10172,638
47941,OK,734,362,0
31439,OK,2753,1103,729
52961,OK,3088,1267,700
23393,OK,2464,1010,605
55973,OK,1083,480,172
51067,OK,940,445,122
53743,OK,2028,1573,123
42173,OK,13418,9101,2018
37399,OK,2936,1132,776
47053,OK,2934,1164,695
37909,OK,1140,366,320
38191,OK,3967,1927,908
32743,OK,1434,417,484
37399,OK,2901,1671,536
44929,OK,2990,1165,718
50621,OK,820,365,112
29987,OK,2981,1417,629
54227,OK,3284,1284,816
55973,OK,657,291,79
49163,OK,3244,1277,811
42593,OK,436,192,0
47053,OK,3029,1170,807
47897,OK,2838,1055,784
40247,OK,991,375,218
45431,OK,3681,1615,806
54227,OK,2416,936,579
35909,OK,2001,801,527
64507,OK,63189,61687,567
50621,OK,1650,792,273
54227,OK,8704,7152,632
42593,OK,501,284,0
56977,OK,3618,1604,739
47941,OK,428,202,0
38293,OK,2565,977,703
54227,OK,2872,1234,654
40349,OK,2730,1254,529
44461,OK,3746,1606,1031
44719,OK,2932,1150,846
28417,OK,2783,1449,493
64507,OK,2318,1443,275
61937,OK,6811,3066,1579
54707,OK,4481,1913,983
45431,OK,5366,2412,1342
42919,OK,1784,885,324
35011,OK,3379,1902,604
22499,OK,3408,1439,1045
29987,OK,4999,2399,926
39917,OK,3117,1116,976
49163,OK,3220,1275,884
36863,OK,1174,447,0
54227,OK,3161,1255,685
64507,OK,3761,2461,442
42593,OK,974,472,0
31439,OK,2483,984,729
60491,OK,6315,2887,1312
54707,OK,3695,1487,898
30523,OK,779,284,0
38293,OK,4218,1939,957
60491,OK,6593,3131,1398
46517,OK,4738,2011,1130
50629,OK,2589,881,826
52961,OK,2723,1010,808
29987,OK,2972,1477,613
34189,OK,2677,1132,657
42593,OK,668,339,0
47053,OK,3505,1442,868
58339,OK,3853,1431,760
46513,OK,2259,771,726
37523,OK,3348,1636,699
47897,OK,3554,1502,872
36391,OK,3757,2105,796
37769,OK,2279,1134,478
35011,OK,2143,1039,471
31099,OK,1531,525,414
37769,OK,2738,1195,627
36391,OK,1171,498,202
50851,OK,2911,1224,666
41567,OK,3405,1305,978
25217,OK,1109,333,411
55973,OK,827,369,124
61937,OK,4660,2219,1056
49601,OK,1802,610,543
29329,OK,601,174,116
60491,OK,4299,1970,1062
35237,OK,730,249,169
49163,OK,4148,740,473
60491,OK,4326,1965,975
44461,OK,2400,1074,557
40349,OK,2416,1106,534
31439,OK,1870,734,520
51067,OK,788,372,101
38293,OK,1742,672,465
55973,OK,461,188,51
53297,OK,462,192,53
37909,OK,721,264,143
61937,OK,4273,1974,979
38191,OK,2362,1170,482
37769,OK,1511,611,317
31439,OK,3079,1049,1012
47053,OK,3096,1179,749
50621,OK,588,268,68
52961,OK,2968,1341,635
33823,OK,2827,1086,776
47897,OK,3149,1258,820
39617,OK,3916,1836,893
58339,OK,4470,2036,995
35209,OK,1396,538,315
25217,OK,592,222,103
57311,OK,470,206,50
59881,OK,4017,1807,983
64507,OK,1537,919,166
34933,OK,2271,1083,511
34387,OK,895,246,256
41917,OK,675,234,144
35611,OK,1376,473,387
42593,OK,279,111,0
54227,OK,3497,1464,827
38191,OK,3948,1931,773
55973,OK,1182,548,161
41917,OK,1781,685,362
19519,OK,845,278,0
57479,OK,6440,2882,1470
52961,OK,3732,1568,812
42593,OK,694,317,0
54227,OK,4084,1675,1065
31897,OK,1726,631,356
58339,OK,4162,1736,1046
48443,OK,3065,1051,901
47053,OK,2910,1181,668
50629,OK,3334,1187,982
47941,OK,901,397,0
23449,OK,876,280,0
47941,OK,776,329,0
42593,OK,842,410,0
38911,OK,1423,491,344
40301,OK,898,531,0
31099,OK,1694,579,437
26671,OK,16590,2623,12826
61937,OK,7970,3912,1660
56153,OK,7043,3304,1573
33227,OK,2734,1039,768
19781,OK,715,263,0
47897,OK,3403,1416,851
24883,OK,2947,1164,787
50851,OK,3523,1497,834
33127,OK,3597,1773,745
53743,OK,1008,469,139
47053,OK,3585,1529,900
47941,OK,791,395,0
34579,OK,1392,506,201
57311,OK,1227,496,190
40363,OK,4323,2054,920
58483,OK,7392,3357,1724
33127,OK,3478,1647,696
54227,OK,3504,1478,895
39407,OK,3698,1846,760
37399,OK,3130,1241,723
54227,OK,6397,4540,732
52961,OK,3369,1422,820
38807,OK,1343,532,320
41347,OK,4329,2075,914
48319,OK,3462,1432,853
40349,OK,4311,1856,906
50851,OK,3007,1152,791
40349,OK,3095,1416,668
39407,OK,3045,1382,644
37399,OK,2724,1119,821
35209,OK,1312,368,430
33227,OK,15719,13561,1007
22879,OK,2161,1194,397
57311,OK,611,263,91
40633,OK,2627,919,995
28103,OK,4562,2601,813
57311,OK,834,371,112
35909,OK,2214,792,697
45431,OK,4588,2088,1093
56977,OK,3382,1374,875
57311,OK,564,250,73
37901,OK,816,274,164
47941,OK,405,188,0
31571,OK,9561,207,0
33227,OK,2456,915,686
55189,OK,6007,2704,1372
47053,OK,3011,1233,762
30551,OK,1417,447,447
54227,OK,2488,979,618
40349,OK,2857,1357,602
46031,OK,380,185,0
55973,OK,8538,309,99
54227,OK,3107,1324,707
19519,OK,735,150,0
33227,OK,2940,819,668
33127,OK,2901,1350,669
46003,OK,3478,1218,869
33127,OK,2679,1232,570
47941,OK,394,193,0
24523,OK,1371,394,431
52961,OK,3014,1241,716
54227,OK,2790,1087,680
51959,OK,679,275,98
