Numero,Estado,Tiempo de Ejecución (us),Tiempo de Exploración (us),Tiempo de Divisibilidad (us)
48319,OK,3,0,0
40349,OK,4,0,0
46003,OK,3,0,0
47897,OK,3,0,0
48443,OK,3,0,0
55973,OK,5,4,0
37001,OK,1,0,0
43931,OK,5,3,0
26671,OK,2,0,0
40349,OK,3,0,0
59989,OK,1,0,0
33227,OK,2,0,0
57311,OK,1,0,0
30551,OK,1,0,0
35209,OK,1,0,0
41707,OK,3,0,0
44377,OK,1,0,0
40913,OK,2,0,0
48319,OK,3,0,0
40723,OK,2,0,0
54227,OK,3,0,0
40991,OK,2,0,0
47053,OK,2,0,0
53743,OK,0,0,0
54707,OK,2,0,0
53297,OK,1,0,0
54253,OK,3,0,0
54227,OK,3,0,0
29893,OK,1,0,0
24523,OK,1,0,0
41567,OK,3,0,0
54227,OK,3,0,0
30227,OK,1,0,0
38293,OK,2,0,0
54227,OK,3,0,0
48319,OK,11,8,0
58339,OK,3,0,0
17947,OK,0,0,0
43423,OK,3,0,0
52961,OK,4,1,0
23393,OK,2,0,0
20413,OK,1,0,0
52961,OK,2,0,0
41567,OK,2,0,0
49163,OK,4,1,0
41917,OK,1,0,0
31439,OK,2,0,0
58339,OK,3,0,0
31439,OK,2,0,0
26167,OK,1,0,0
35909,OK,2,0,0
20567,OK,0,0,0
54707,OK,3,0,0
47053,OK,2,0,0
21509,OK,1,0,0
35011,OK,2,0,0
50621,OK,0,0,0
55973,OK,1,0,0
49163,OK,3,0,0
38191,OK,4,0,0
28891,OK,1,0,0
44929,OK,2,0,0
30929,OK,2,0,0
61423,OK,1,0,0
35909,OK,2,0,0
35011,OK,3,0,0
58853,OK,5,0,0
29353,OK,4,2,0
40363,OK,3,0,0
31861,OK,0,0,0
41917,OK,1,0,0
29651,OK,2,0,0
47941,OK,0,0,0
47053,OK,5,2,0
50851,OK,3,0,0
26123,OK,1,0,0
58339,OK,3,0,0
47941,OK,0,0,0
53743,OK,1,0,0
60491,OK,7,0,0
57311,OK,2,1,0
37627,OK,0,0,0
52961,OK,4,1,0
35011,OK,3,0,0
48443,OK,2,0,0
54227,OK,3,0,0
40301,OK,0,0,0
55973,OK,0,0,0
40363,OK,3,0,0
34579,OK,1,0,0
33127,OK,3,0,0
29177,OK,1,0,0
52961,OK,2,0,0
58339,OK,2,0,0
64507,OK,2,0,0
58339,OK,3,0,0
33127,OK,2,0,0
50621,OK,0,0,0
48319,OK,3,0,0
37769,OK,2,0,0
47053,OK,2,0,0
48319,OK,3,0,0
42593,OK,0,0,0
37241,OK,1,0,0
50429,OK,3,0,0
55973,OK,0,0,0
54227,OK,2,0,0
39917,OK,3,0,0
55973,OK,0,0,0
47053,OK,2,0,0
55189,OK,3,0,0
64507,OK,1,0,0
17947,OK,0,0,0
37523,OK,3,0,0
46003,OK,3,0,0
31439,OK,2,0,0
36349,OK,1,0,0
55973,OK,1,0,0
35209,OK,1,0,0
47053,OK,3,0,0
33673,OK,1,0,0
37399,OK,2,0,0
60491,OK,6,0,0
27161,OK,3,0,0
60491,OK,7,0,0
50851,OK,3,0,0
39917,OK,3,0,0
53743,OK,0,0,0
35237,OK,1,0,0
55973,OK,0,0,0
21509,OK,0,0,0
47053,OK,3,0,0
48319,OK,2,0,0
52961,OK,5,3,0
24883,OK,1,0,0
35209,OK,1,0,0
23393,OK,2,0,0
35011,OK,2,0,0
54227,OK,2,0,0
35183,OK,0,0,0
24797,OK,1,0,0
33127,OK,2,0,0
55973,OK,0,0,0
47897,OK,3,0,0
34081,OK,3,0,0
56977,OK,3,0,0
35011,OK,2,0,0
50621,OK,1,0,0
52961,OK,2,0,0
27331,OK,1,0,0
34387,OK,1,0,0
41693,OK,3,0,0
49087,OK,0,0,0
40349,OK,3,0,0
52961,OK,2,0,0
47053,OK,3,0,0
31439,OK,4,1,0
40723,OK,2,0,0
40349,OK,4,0,0
54227,OK,4,0,0
28459,OK,2,0,0
33043,OK,3,0,0
29893,OK,1,0,0
31439,OK,3,0,0
47897,OK,4,0,0
37837,OK,3,0,0
33017,OK,2,0,0
22879,OK,3,0,1
23393,OK,2,0,0
60491,OK,7,0,0
40633,OK,3,0,0
33127,OK,3,0,0
33673,OK,0,0,0
30551,OK,1,0,0
37523,OK,3,0,0
47897,OK,3,0,0
50851,OK,3,0,0
61937,OK,7,0,0
38957,OK,1,0,0
33127,OK,2,0,0
44503,OK,0,0,0
37241,OK,1,0,0
33227,OK,2,0,0
39407,OK,3,0,0
54227,OK,3,0,0
37241,OK,1,0,0
35011,OK,2,0,0
39917,OK,4,2,0
35237,OK,1,0,0
50851,OK,3,0,0
49447,OK,3,0,0
57311,OK,0,0,0
31439,OK,2,0,0
34387,OK,1,0,0
39917,OK,2,0,0
23393,OK,2,0,0
33017,OK,1,0,0
44461,OK,4,0,0
27641,OK,0,0,0
23393,OK,2,0,0
49087,OK,0,0,0
57311,OK,0,0,0
21509,OK,1,0,0
33823,OK,2,0,0
52961,OK,3,0,0
58483,OK,7,0,0
50629,OK,3,0,0
39913,OK,1,0,0
43423,OK,3,0,0
32899,OK,1,0,0
26671,OK,2,0,0
35237,OK,1,0,0
35953,OK,3,0,0
40247,OK,1,0,0
29737,OK,0,0,0
40349,OK,3,0,0
41989,OK,1,0,0
26671,OK,2,0,0
40301,OK,0,0,0
49163,OK,3,0,0
58339,OK,3,0,0
50851,OK,2,0,0
58339,OK,3,0,0
33823,OK,2,0,0
33127,OK,3,0,0
47053,OK,3,0,0
57479,OK,4,0,0
52961,OK,3,0,0
36503,OK,3,0,0
24613,OK,0,0,0
37241,OK,1,0,0
54227,OK,3,0,0
44377,OK,2,0,0
47053,OK,3,0,0
52961,OK,3,0,0
39917,OK,2,0,0
23393,OK,2,0,0
38807,OK,3,2,0
23393,OK,2,0,0
37979,OK,1,0,0
54227,OK,4,0,0
33673,OK,1,0,0
35011,OK,3,0,0
35611,OK,3,0,1
55973,OK,0,0,0
64507,OK,1,0,0
47053,OK,2,0,0
49447,OK,2,0,0
39271,OK,4,0,0
50851,OK,3,0,0
46003,OK,3,0,0
54227,OK,2,0,0
58339,OK,3,0,0
22879,OK,1,0,0
33227,OK,1,0,0
52961,OK,4,1,0
31897,OK,1,0,0
52961,OK,3,0,0
28459,OK,3,1,0
42593,OK,0,0,0
60491,OK,6,0,0
28841,OK,15,14,0
49163,OK,2,0,0
40349,OK,2,0,0
38579,OK,3,0,0
47053,OK,2,0,0
51143,OK,2,0,0
33673,OK,0,0,0
52961,OK,2,0,0
50429,OK,2,0,0
59881,OK,5,0,0
53743,OK,0,0,0
27641,OK,0,0,0
47897,OK,2,0,0
35639,OK,3,0,0
37837,OK,3,0,0
23393,OK,2,0,0
47053,OK,3,0,0
42919,OK,1,0,0
35209,OK,1,0,0
30967,OK,3,0,0
60491,OK,7,0,0
35953,OK,3,0,0
43931,OK,3,0,0
22879,OK,1,0,0
31373,OK,1,0,0
28459,OK,2,0,0
30967,OK,3,0,0
31439,OK,2,0,0
23707,OK,1,0,0
27331,OK,1,0,0
56977,OK,3,0,0
47053,OK,2,0,0
40363,OK,4,0,0
34189,OK,2,0,0
54227,OK,3,0,0
35657,OK,3,0,0
40349,OK,2,0,0
47053,OK,3,0,0
38293,OK,3,0,0
56977,OK,4,0,0
29987,OK,3,0,0
37399,OK,3,0,0
41449,OK,5,0,0
38293,OK,3,0,0
38191,OK,4,0,0
47053,OK,3,0,0
46003,OK,3,0,0
44197,OK,2,0,0
54707,OK,3,0,0
22499,OK,3,0,0
47053,OK,3,0,0
61937,OK,7,0,0
33127,OK,2,0,0
35209,OK,1,0,0
37901,OK,0,0,0
40301,OK,0,0,0
36503,OK,3,0,0
48443,OK,2,0,0
28757,OK,2,0,0
41917,OK,1,0,0
47053,OK,3,0,0
59881,OK,5,0,0
35011,OK,2,0,0
38293,OK,2,0,0
47053,OK,3,0,0
40723,OK,2,0,0
25777,OK,2,0,0
42173,OK,4,0,0
52961,OK,2,0,0
26969,OK,2,0,0
30551,OK,1,0,0
29213,OK,0,0,0
35209,OK,1,0,0
50621,OK,0,0,0
41567,OK,3,0,0
38191,OK,3,0,0
28103,OK,3,0,0
50621,OK,1,0,0
28907,OK,1,0,0
38191,OK,3,0,0
44719,OK,3,0,0
53743,OK,0,0,0
52961,OK,3,0,0
33127,OK,2,0,0
54731,OK,6,0,0
59989,OK,0,0,0
37241,OK,0,0,0
48443,OK,1,0,0
35237,OK,0,0,0
26123,OK,0,0,0
35011,OK,28,1,23
22879,OK,1,0,0
38293,OK,1,0,0
31313,OK,2,0,0
54227,OK,2,0,0
32899,OK,1,0,0
39917,OK,1,0,0
28459,OK,1,0,0
44377,OK,1,0,0
31133,OK,1,0,0
61937,OK,4,0,0
29987,OK,2,0,0
39203,OK,2,0,0
53743,OK,0,0,0
37837,OK,2,0,0
50629,OK,2,0,0
21509,OK,1,0,0
31439,OK,1,0,0
53743,OK,0,0,0
36503,OK,5,1,0
41891,OK,2,0,0
39917,OK,3,0,0
40723,OK,2,0,0
55973,OK,0,0,0
29987,OK,2,0,0
37837,OK,2,0,0
31861,OK,1,0,0
39407,OK,2,0,0
49447,OK,3,0,0
26219,OK,2,0,0
28841,OK,0,0,0
31373,OK,1,0,0
47053,OK,3,0,0
43139,OK,2,0,0
59989,OK,0,0,0
51067,OK,1,0,0
31861,OK,1,0,0
25591,OK,2,0,0
32743,OK,5,4,0
41567,OK,3,0,0
41693,OK,3,0,0
53743,OK,0,0,0
37769,OK,1,0,0
64507,OK,2,0,0
54227,OK,3,0,0
35209,OK,1,0,0
29747,OK,0,0,0
47477,OK,2,0,0
41567,OK,2,0,0
40363,OK,3,0,0
28907,OK,1,0,0
56977,OK,3,0,0
24883,OK,2,0,0
33227,OK,2,0,0
22499,OK,2,0,0
47897,OK,3,0,0
54227,OK,2,0,0
48319,OK,2,0,0
25591,OK,2,0,0
52961,OK,2,0,0
41917,OK,1,0,0
52961,OK,3,0,0
38807,OK,1,0,0
34189,OK,2,0,0
35909,OK,2,0,0
54227,OK,3,0,0
37769,OK,2,0,0
46031,OK,0,0,0
33227,OK,2,0,0
37399,OK,2,0,0
40349,OK,3,0,0
37837,OK,2,0,0
47053,OK,2,0,0
48319,OK,3,0,0
39283,OK,1,0,0
31099,OK,1,0,0
38243,OK,0,0,0
33127,OK,2,0,0
36581,OK,3,0,0
49447,OK,3,0,0
50621,OK,1,0,0
54227,OK,3,0,0
35011,OK,2,0,0
47053,OK,3,0,0
57311,OK,1,0,0
56977,OK,3,0,0
50851,OK,3,0,0
28459,OK,2,0,0
31861,OK,1,0,0
34277,OK,0,0,0
47941,OK,0,0,0
47053,OK,2,0,0
37769,OK,2,0,0
34387,OK,1,0,0
37837,OK,2,0,0
39617,OK,2,0,0
21877,OK,0,0,0
37909,OK,1,0,0
60491,OK,4,0,0
61937,OK,4,0,0
47053,OK,2,0,0
64507,OK,1,0,0
50429,OK,1,0,0
54227,OK,1,0,0
23701,OK,0,0,0
52961,OK,1,0,0
38579,OK,2,0,0
37627,OK,0,0,0
27161,OK,1,0,0
53743,OK,0,0,0
28907,OK,1,0,0
33227,OK,1,0,0
39917,OK,1,0,0
58853,OK,3,0,0
49447,OK,2,0,0
24883,OK,1,0,0
30929,OK,2,0,0
47053,OK,1,0,0
48443,OK,5,1,0
53743,OK,1,0,0
37769,OK,2,0,0
35237,OK,1,0,0
53743,OK,0,0,0
40301,OK,0,0,0
31439,OK,1,0,0
37837,OK,1,0,0
35209,OK,0,0,0
34081,OK,2,0,0
33127,OK,1,0,0
20413,OK,0,0,0
36581,OK,1,0,0
52961,OK,2,0,0
31439,OK,2,0,0
36863,OK,0,0,0
31439,OK,2,0,0
22499,OK,2,0,0
26969,OK,2,0,0
36503,OK,2,0,0
31439,OK,2,0,0
52961,OK,3,0,0
47053,OK,3,0,0
24523,OK,2,1,0
20687,OK,1,0,0
37399,OK,2,0,0
44461,OK,4,0,0
28841,OK,0,0,0
41567,OK,2,0,0
40723,OK,1,0,0
31439,OK,1,0,0
28199,OK,0,0,0
54227,OK,1,0,0
38293,OK,1,0,0
40363,OK,2,0,0
57311,OK,0,0,0
31861,OK,0,0,0
43423,OK,2,0,0
41917,OK,1,0,0
47477,OK,3,0,0
35639,OK,3,0,0
35237,OK,1,0,0
33127,OK,2,0,0
35639,OK,2,0,0
34081,OK,2,0,0
37769,OK,1,0,0
54227,OK,3,0,0
46003,OK,3,0,0
38191,OK,6,3,0
55973,OK,1,0,0
27029,OK,1,0,0
33667,OK,0,0,0
26219,OK,3,0,0
40301,OK,0,0,0
33127,OK,1,0,0
50851,OK,3,0,0
30551,OK,1,0,0
54227,OK,2,0,0
61937,OK,4,0,0
41567,OK,3,0,0
28459,OK,2,0,0
42919,OK,1,0,0
31439,OK,1,0,0
43423,OK,3,0,0
33823,OK,2,0,0
36391,OK,0,0,0
57311,OK,0,0,0
33227,OK,2,0,0
26671,OK,2,0,0
57311,OK,1,0,0
38579,OK,3,0,0
50851,OK,3,0,0
64507,OK,1,0,0
32899,OK,1,0,0
47897,OK,2,0,0
41567,OK,2,0,0
25591,OK,2,0,0
33233,OK,1,0,0
40301,OK,0,0,0
23707,OK,0,0,0
39407,OK,2,0,0
47053,OK,2,0,0
28907,OK,1,0,0
55189,OK,3,0,0
28841,OK,1,0,0
37909,OK,1,0,0
27641,OK,0,0,0
57311,OK,1,0,0
47897,OK,2,0,0
42593,OK,0,0,0
50621,OK,0,0,0
47897,OK,2,0,0
53743,OK,1,0,0
57311,OK,0,0,0
37241,OK,1,0,0
38957,OK,1,0,0
28907,OK,1,0,0
55973,OK,1,0,0
47083,OK,2,0,0
48319,OK,3,0,0
40349,OK,3,0,0
52961,OK,2,0,0
33667,OK,0,0,0
26219,OK,2,0,0
56977,OK,2,0,0
21877,OK,0,0,0
58853,OK,5,0,0
41707,OK,2,0,0
35909,OK,2,0,0
23393,OK,2,0,0
54707,OK,3,0,0
43259,OK,4,0,0
48443,OK,1,0,0
37769,OK,1,0,0
34387,OK,1,0,0
31861,OK,1,0,0
40349,OK,2,0,0
53743,OK,1,0,0
49163,OK,3,0,0
47053,OK,3,0,0
31439,OK,2,0,0
59989,OK,1,0,0
53743,OK,0,0,0
21509,OK,1,0,0
36503,OK,2,0,0
41567,OK,2,0,0
33017,OK,1,0,0
49601,OK,2,0,0
33227,OK,2,0,0
47053,OK,3,0,0
35237,OK,1,0,0
31439,OK,2,0,0
37909,OK,1,0,0
57311,OK,1,0,0
40633,OK,2,0,0
47053,OK,3,0,0
46031,OK,0,0,0
35237,OK,1,0,0
40913,OK,1,0,0
38191,OK,3,0,0
54227,OK,2,0,0
58853,OK,4,0,0
40349,OK,2,0,0
57311,OK,0,0,0
31897,OK,0,0,0
28103,OK,2,0,0
50851,OK,2,0,0
47941,OK,0,0,0
31439,OK,2,0,0
52961,OK,2,0,0
23393,OK,2,0,0
55973,OK,0,0,0
51067,OK,1,0,0
53743,OK,1,0,0
42173,OK,4,0,0
37399,OK,2,0,0
47053,OK,3,0,0
37909,OK,1,0,0
38191,OK,3,0,0
32743,OK,1,0,0
37399,OK,2,0,0
44929,OK,3,0,0
50621,OK,1,0,0
29987,OK,2,0,0
54227,OK,2,0,0
55973,OK,1,0,0
49163,OK,2,0,0
42593,OK,0,0,0
47053,OK,3,0,0
47897,OK,3,0,0
40247,OK,1,0,0
45431,OK,4,0,0
54227,OK,2,0,0
35909,OK,2,0,0
64507,OK,2,0,0
50621,OK,0,0,0
54227,OK,5,2,0
42593,OK,0,0,0
56977,OK,3,0,0
47941,OK,0,0,0
38293,OK,2,0,0
54227,OK,3,0,0
40349,OK,3,0,0
44461,OK,3,0,0
44719,OK,3,0,0
28417,OK,3,0,0
64507,OK,2,0,0
61937,OK,8,1,0
54707,OK,4,0,0
45431,OK,5,0,0
42919,OK,1,0,0
35011,OK,3,0,0
22499,OK,2,0,0
29987,OK,3,0,0
39917,OK,3,0,0
49163,OK,2,0,0
36863,OK,0,0,0
54227,OK,3,0,0
64507,OK,5,1,0
42593,OK,4,2,0
31439,OK,5,1,2
60491,OK,6,0,0
54707,OK,2,0,0
30523,OK,0,0,0
38293,OK,2,0,0
60491,OK,5,0,0
46517,OK,3,0,0
50629,OK,2,0,0
52961,OK,2,0,0
29987,OK,2,0,0
34189,OK,2,0,0
42593,OK,0,0,0
47053,OK,2,0,0
58339,OK,2,0,0
46513,OK,2,0,0
37523,OK,2,0,0
47897,OK,2,0,0
36391,OK,0,0,0
37769,OK,2,0,0
35011,OK,3,0,0
31099,OK,1,0,0
37769,OK,1,0,0
36391,OK,0,0,0
50851,OK,5,1,0
41567,OK,3,0,0
25217,OK,0,0,0
55973,OK,0,0,0
61937,OK,6,0,0
49601,OK,2,0,0
29329,OK,0,0,0
60491,OK,6,0,0
35237,OK,1,0,0
49163,OK,2,0,0
60491,OK,6,0,0
44461,OK,4,0,0
40349,OK,2,0,0
31439,OK,1,0,0
51067,OK,1,0,0
38293,OK,2,0,0
55973,OK,1,0,0
53297,OK,1,0,0
37909,OK,1,0,0
61937,OK,7,0,0
38191,OK,3,0,0
37769,OK,2,0,0
31439,OK,2,0,0
47053,OK,3,0,0
50621,OK,1,0,0
52961,OK,2,0,0
33823,OK,1,0,0
47897,OK,2,0,0
39617,OK,2,0,0
58339,OK,2,0,0
35209,OK,1,0,0
25217,OK,0,0,0
57311,OK,0,0,0
59881,OK,6,0,0
64507,OK,1,0,0
34933,OK,2,0,0
34387,OK,0,0,0
41917,OK,1,0,0
35611,OK,1,0,0
42593,OK,0,0,0
54227,OK,2,0,0
38191,OK,2,0,0
55973,OK,0,0,0
41917,OK,1,0,0
19519,OK,0,0,0
57479,OK,4,0,0
52961,OK,3,0,0
42593,OK,0,0,0
54227,OK,2,0,0
31897,OK,1,0,0
58339,OK,3,0,0
48443,OK,2,0,0
47053,OK,2,0,0
50629,OK,3,0,0
47941,OK,0,0,0
23449,OK,0,0,0
47941,OK,0,0,0
42593,OK,0,0,0
38911,OK,1,0,0
40301,OK,0,0,0
31099,OK,1,0,0
26671,OK,2,0,0
61937,OK,7,0,0
56153,OK,7,0,0
33227,OK,2,0,0
19781,OK,0,0,0
47897,OK,2,0,0
24883,OK,2,0,0
50851,OK,3,0,0
33127,OK,3,0,0
53743,OK,0,0,0
47053,OK,3,0,0
47941,OK,0,0,0
34579,OK,2,1,0
57311,OK,1,0,0
40363,OK,4,0,0
58483,OK,6,0,0
33127,OK,3,0,0
54227,OK,3,0,0
39407,OK,3,0,0
37399,OK,1,0,0
54227,OK,8,6,0
52961,OK,2,0,0
38807,OK,0,0,0
41347,OK,2,0,0
48319,OK,1,0,0
40349,OK,2,0,0
50851,OK,2,0,0
40349,OK,1,0,0
39407,OK,3,0,0
37399,OK,2,0,0
35209,OK,1,0,0
33227,OK,1,0,0
22879,OK,0,0,0
57311,OK,0,0,0
40633,OK,1,0,0
28103,OK,1,0,0
57311,OK,0,0,0
35909,OK,1,0,0
45431,OK,2,0,0
56977,OK,3,0,0
57311,OK,0,0,0
37901,OK,0,0,0
47941,OK,0,0,0
31571,OK,0,0,0
33227,OK,1,0,0
55189,OK,3,0,0
47053,OK,1,0,0
30551,OK,0,0,0
54227,OK,1,0,0
40349,OK,2,0,0
46031,OK,0,0,0
55973,OK,0,0,0
54227,OK,2,0,0
19519,OK,0,0,0
33227,OK,1,0,0
33127,OK,2,0,0
46003,OK,2,0,0
33127,OK,3,0,0
47941,OK,0,0,0
24523,OK,1,0,0
52961,OK,1,0,0
54227,OK,1,0,0
51959,OK,0,0,0
