Numero,Estado,Tiempo de Ejecución (us)
280383651276997,OK,68710
246309219041183,OK,58759
141012357824509,OK,33627
273210450475969,OK,64296
215190162919867,OK,51722
279420260838457,OK,67527
279823371963011,OK,65343
241561115793461,OK,58325
280110844637971,OK,64162
279014301690517,OK,66208
245474469676411,OK,57984
216312918540217,OK,52023
272814239622523,OK,64270
271997766442877,OK,67204
281063967826469,OK,69931
200162306012969,OK,50088
212754301354951,OK,50445
262370143467373,OK,63524
281458836985649,OK,66963
210284991677731,OK,50643
173483403195623,OK,40273
259779732953347,OK,62117
166230974427877,OK,41084
246895019739763,OK,58903
140495187595783,OK,32614
266738557697837,OK,64956
205521144787837,OK,50414
206147668512659,OK,50126
265817339777449,OK,66794
141300272706947,OK,33805
117555828129919,OK,41379
202399887209437,OK,51317
266163922612909,OK,63454
264695388141127,OK,66164
198373298011927,OK,50085
174653964042379,OK,42374
272726556656599,OK,63279
275541687036893,OK,66763
241399019456437,OK,60781
279292430892457,OK,67850
237725069049361,OK,60190
281196848186173,OK,66070
280926528503869,OK,67082
196125092670307,OK,55542
210728958388891,OK,51438
248318121778703,OK,59576
149520988506311,OK,36388
246402351650933,OK,56996
246265352245711,OK,57234
272949488940203,OK,66164
281475647799167,OK,67363
255193506100573,OK,60150
144317052127271,OK,35170
188554591410481,OK,46908
247580150770111,OK,63225
191695234946219,OK,49399
142871735132983,OK,35949
144053817628901,OK,34279
148240662515317,OK,36133
269518558550387,OK,63771
281338409820547,OK,67043
268148381936233,OK,61859
277179554280869,OK,65442
273188821468657,OK,66516
281407163272009,OK,66618
266055040242347,OK,62331
242562182758267,OK,61536
277707121168913,OK,66446
107398484618003,OK,33860
252060722029177,OK,59797
242616395030407,OK,61341
107127424472231,OK,33902
279957776953277,OK,66833
171523894673413,OK,63103
277632822311597,OK,65837
281474641163627,OK,65958
280128609643469,OK,67439
272947717124239,OK,64258
136374314979473,OK,37575
266721980787739,OK,64099
270810634199321,OK,64592
245344752958429,OK,58662
241516860829081,OK,58361
281252321828239,OK,65572
133531571744941,OK,34385
276259810120621,OK,66703
281148945077123,OK,66528
272680236877453,OK,63806
272984614497157,OK,65125
249931501549781,OK,63715
252932250757541,OK,60214
200533629934147,OK,57789
201992563193111,OK,51915
273812534087363,OK,65441
141150434234791,OK,33208
177798227729401,OK,46999
212836248120641,OK,50947
145727045516839,OK,35801
219557807183027,OK,54503
261326558042393,OK,64788
263819226870211,OK,62620
