Numero,Estado,Tiempo de Ejecución (us)
3892040863,OK,379
2786572583,OK,383
4188273059,OK,411
3941743081,OK,340
4041526133,OK,383
3913518041,OK,271
3170090227,OK,208
2548687871,OK,173
1934568541,OK,144
4019449747,OK,321
2090605021,OK,165
4280155933,OK,300
4021875061,OK,311
3753684367,OK,336
1969749451,OK,255
3594168629,OK,286
3990310169,OK,247
4275320347,OK,274
2341947599,OK,148
2162180833,OK,164
2941570301,OK,216
4043419771,OK,264
3275360329,OK,214
3744825023,OK,233
2588420033,OK,206
4114801879,OK,248
2082154859,OK,159
3774131279,OK,244
3379173367,OK,228
3105208597,OK,292
1111962017,OK,159
3991763861,OK,331
3195387509,OK,264
4237614509,OK,314
4233937619,OK,282
3143614037,OK,369
3722150569,OK,317
3540990419,OK,302
4014087067,OK,287
3524718661,OK,253
4247115211,OK,275
3789013909,OK,250
4066458457,OK,260
4161140741,OK,283
4286318299,OK,272
4278714119,OK,295
4049337233,OK,268
3969034613,OK,433
2796704231,OK,349
3773959919,OK,294
4136991751,OK,295
4278714119,OK,282
3960558031,OK,376
2198032987,OK,184
2457842791,OK,163
2121613519,OK,137
3388330013,OK,330
4212128527,OK,398
3681415267,OK,259
3999024611,OK,277
3564406073,OK,246
4146984749,OK,354
3151738517,OK,439
3262825231,OK,436
4020871697,OK,391
4114801879,OK,303
3935357513,OK,261
3551933089,OK,245
4075018679,OK,252
3752146681,OK,257
3887802157,OK,313
2085639433,OK,135
3841574179,OK,338
4012734881,OK,285
3826823831,OK,278
4030821761,OK,301
3586116503,OK,262
4001492609,OK,268
3643763117,OK,236
4236313969,OK,262
2949560683,OK,209
4281073451,OK,268
1749649849,OK,210
3007614859,OK,238
3820990403,OK,269
1272423253,OK,162
1940593309,OK,147
3442417123,OK,234
2646273569,OK,207
4028100631,OK,452
3507983513,OK,390
3936301409,OK,430
4012360981,OK,447
3225927751,OK,356
1881694967,OK,250
3756875803,OK,478
4114414561,OK,474
1755790823,OK,201
2155199443,OK,146
3140768149,OK,336
3745965833,OK,369
3608587429,OK,422
3922699537,OK,466
4088394671,OK,463
2372146313,OK,296
3872493539,OK,394
3625894751,OK,336
3616999013,OK,312
2489459041,OK,214
2034365513,OK,155
2578771649,OK,157
3612883949,OK,233
2799663001,OK,199
3339105437,OK,234
3583453187,OK,250
2394722641,OK,161
4161832399,OK,283
2381790043,OK,215
4145659213,OK,250
2634376447,OK,207
3312727667,OK,259
3963561853,OK,257
3144254831,OK,235
3379860139,OK,240
2617449407,OK,198
1731877643,OK,166
3041915221,OK,198
3543839323,OK,250
3724121017,OK,262
4031770703,OK,263
3770209081,OK,241
3388322417,OK,224
4105598779,OK,249
2219554061,OK,144
3510751553,OK,226
2079712853,OK,270
4012360981,OK,392
4026994297,OK,431
3247948183,OK,317
3576122549,OK,234
4010526929,OK,404
4128886297,OK,374
3373319597,OK,379
1872793519,OK,247
1966005269,OK,130
4263378461,OK,456
1924599361,OK,223
3641307259,OK,384
3377970097,OK,361
2956854599,OK,229
4290249559,OK,350
3139017779,OK,202
3247161739,OK,223
3859840423,OK,279
2384825893,OK,157
2222351981,OK,166
3658733363,OK,281
1733903341,OK,165
3336220529,OK,322
2768457343,OK,214
3559543787,OK,239
1669247521,OK,140
2536933499,OK,228
3047928209,OK,193
2830819961,OK,202
2809229497,OK,205
2099921077,OK,145
3264144203,OK,224
2597262683,OK,222
2139520277,OK,149
3156170153,OK,224
3422025157,OK,230
1365451069,OK,150
2614270691,OK,275
3051344383,OK,242
4076257973,OK,258
3027354931,OK,221
1851375563,OK,156
3084400607,OK,223
4246848343,OK,278
3103667011,OK,279
4149957787,OK,248
4162958417,OK,276
4257902933,OK,251
2986084523,OK,204
4020569321,OK,265
3930497387,OK,274
3336902501,OK,231
2367187129,OK,152
3317476243,OK,250
4226865887,OK,251
3194666243,OK,202
1646159653,OK,167
3136440337,OK,219
3184284353,OK,203
3055269403,OK,352
4154621089,OK,334
3599754583,OK,295
3086838863,OK,222
4278714119,OK,300
4110677251,OK,263
4096024643,OK,278
3545852491,OK,249
3052134257,OK,208
4129109069,OK,285
2113606427,OK,146
2723281013,OK,211
3566487917,OK,242
2819170271,OK,215
3501999533,OK,242
3177492319,OK,211
3624042869,OK,229
3553290661,OK,243
3915792833,OK,256
