Numero,Estado,Tiempo de Ejecución (us)
3859840423,OK,805
2384825893,OK,521
2222351981,OK,483
3658733363,OK,1259
1733903341,OK,487
3336220529,OK,803
2768457343,OK,777
3559543787,OK,815
1669247521,OK,418
2536933499,OK,701
3047928209,OK,645
2830819961,OK,664
2809229497,OK,703
2099921077,OK,433
3264144203,OK,1121
2597262683,OK,768
2139520277,OK,439
3156170153,OK,810
3422025157,OK,861
1365451069,OK,419
2614270691,OK,519
3051344383,OK,686
4076257973,OK,915
3027354931,OK,718
1851375563,OK,728
3084400607,OK,1179
4246848343,OK,1288
3103667011,OK,662
4149957787,OK,869
4162958417,OK,787
4257902933,OK,792
2986084523,OK,612
4020569321,OK,763
3930497387,OK,834
3336902501,OK,671
2367187129,OK,397
3317476243,OK,707
4226865887,OK,766
3194666243,OK,580
1646159653,OK,360
3136440337,OK,577
3184284353,OK,628
3055269403,OK,589
4154621089,OK,780
3599754583,OK,748
3086838863,OK,924
4278714119,OK,1667
4110677251,OK,1521
4096024643,OK,1164
3545852491,OK,987
3052134257,OK,787
4129109069,OK,1024
2113606427,OK,522
2723281013,OK,746
3566487917,OK,949
2819170271,OK,768
3501999533,OK,757
3177492319,OK,584
3624042869,OK,743
3553290661,OK,735
3915792833,OK,827
